Date,Normalized EBITDA,Reconciled Depreciation,EBITDA,EBIT,Interest Expense,Diluted Average Shares,Diluted EPS,Net Income,Tax Provision,Other Non Operating Income Expenses,Operating Income,Operating Expense,Other Operating Expenses,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Ticker,Sector,Gross_Profit_Margin,Operating_Margin,Net_Profit_Margin,EBITDA_Margin,Expense_Ratio,Effective_Tax_Rate,Revenue_Growth_QoQ,Net_Income_Growth_QoQ,Gross_Profit_Growth_QoQ
2024-09-30,65693000000.0,13857000000.0,65693000000.0,51836000000.0,430000000.0,314400081.0,98.68,31025000000.0,20381000000.0,15232000000.0,36131000000.0,55451000000.0,43414000000.0,91582000000.0,264283000000.0,355865000000.0,355865000000.0,MARUTI.NS,Automobile,0.25735039973023477,0.10153007460694365,0.08718193697048038,0.18460090202745424,0.15582032512329114,0.39647122903941173,0.05048057054468602,-0.17480118094528818,-0.01356081903469375
2024-12-31,62013000000.0,14290000000.0,62013000000.0,47723000000.0,463000000.0,314400202.0,118.54,37269000000.0,9991000000.0,10577000000.0,36475000000.0,59265000000.0,46701000000.0,95740000000.0,272311000000.0,368051000000.0,368051000000.0,MARUTI.NS,Automobile,0.2601269932699544,0.09910311342721526,0.10126042314787896,0.1684902364074544,0.1610238798427392,0.2114049936521371,0.03424332260829255,0.2012570507655116,0.04540193487803279
2025-03-31,64271000000.0,14618000000.0,64271000000.0,49653000000.0,476000000.0,314404544.5,119.58000000000001,39111000000.0,10066000000.0,-34011000000.0,33396000000.0,24818000000.0,-75303000000.0,58214000000.0,353792000000.0,412006000000.0,412006000000.0,MARUTI.NS,Automobile,0.14129405882438606,0.08105707198438858,0.09492822920054562,0.15599530103930526,0.060236986839997474,0.20468918396811517,0.11942638384354343,0.04942445464058598,-0.39195738458324625
2025-06-30,65463000000.0,15560000000.0,65463000000.0,49903000000.0,468000000.0,314408887.0,120.62,37924000000.0,11511000000.0,18882000000.0,30666000000.0,62847000000.0,46615000000.0,93513000000.0,272728000000.0,366241000000.0,366241000000.0,MARUTI.NS,Automobile,0.2553318716364361,0.0837317504047881,0.1035493022354133,0.17874295887134428,0.171600121231648,0.232851218772125,-0.11107847943961979,-0.030349518038403467,0.6063661662143127
2024-06-30,4220900000.0,769000000.0,4220900000.0,3451900000.0,238800000.0,976322314.0,2.42,2362700000.0,850400000.0,37300000.0,3105100000.0,9058800000.0,2312600000.0,12163900000.0,3265600000.0,15429500000.0,15429500000.0,MAXHEALTH.NS,Healthcare,0.7883534787258174,0.20124436955183253,0.15312874688097475,0.27356038756926665,0.5871091091739848,0.26466652142790453,0.0,0.0,0.0
2024-09-30,4913800000.0,841500000.0,4913800000.0,4072300000.0,335400000.0,978506944.0,2.88,2818100000.0,918800000.0,55500000.0,3663900000.0,9918300000.0,2693600000.0,13582200000.0,3492400000.0,17074600000.0,17074600000.0,MAXHEALTH.NS,Healthcare,0.7954622655874808,0.21458189357290947,0.1650463261218418,0.2877841940660396,0.5808803720145713,0.2458722470496936,0.10662043488123407,0.1927455876751174,0.11659911705949577
2024-12-31,5324300000.0,975400000.0,4588000000.0,3612600000.0,523900000.0,978688525.0,2.44,2388000000.0,700700000.0,99900000.0,4015900000.0,10749000000.0,2866200000.0,14764900000.0,3918200000.0,18683100000.0,18683100000.0,MAXHEALTH.NS,Healthcare,0.7902810561416467,0.21494826875625567,0.1278160476580439,0.2849794734278573,0.5753327873853911,0.2268591964256807,0.09420425661508913,-0.1526205599517405,0.08707720398757202
2025-03-31,6031000000.0,1008300000.0,5422700000.0,4414400000.0,389400000.0,978185532.5,2.795,3190000000.0,835000000.0,-62100000.0,4977600000.0,8846100000.0,-2039600000.0,13823700000.0,4092700000.0,17916400000.0,17916400000.0,MAXHEALTH.NS,Healthcare,0.771566832622625,0.27782366993369206,0.178049161661941,0.3366189636310866,0.49374316268893303,0.20745341614906831,-0.04103708699305786,0.3358458961474038,-0.06374577545394822
2025-06-30,5594200000.0,1041400000.0,5594200000.0,4552800000.0,548500000.0,977682540.0,3.15,3079700000.0,924600000.0,83600000.0,4187700000.0,11635600000.0,2949600000.0,15823300000.0,4452400000.0,20275700000.0,20275700000.0,MAXHEALTH.NS,Healthcare,0.7804070882879506,0.20653787538777946,0.1518911800825619,0.2759066271448088,0.5738692129001711,0.2309017805858702,0.13168382041035032,-0.03457680250783701,0.14465012984946135
2024-06-30,9132600000.0,233800000.0,9132600000.0,8898800000.0,10900000.0,403302433.0,17.26,6961000000.0,2228500000.0,2710000000.0,6188800000.0,3457200000.0,951000000.0,9646000000.0,13924200000.0,23570200000.0,23570200000.0,MAZDOCK.NS,Industrials,0.409245572799552,0.2625688369211971,0.29533054450110735,0.3874638314481846,0.14667673587835486,0.24250503291800424,0.0,0.0,0.0
2024-09-30,7649300000.0,233500000.0,7649300000.0,7415800000.0,10900000.0,403364357.0,14.505,5850800000.0,1877300000.0,2542800000.0,4873000000.0,4546500000.0,1999600000.0,9419500000.0,18148800000.0,27568300000.0,27568300000.0,MAZDOCK.NS,Industrials,0.34167866716482337,0.17676098997761922,0.21222926332055295,0.2774672359195163,0.16491767718720415,0.24291869929219342,0.1696252047076392,-0.15948857922712256,-0.02348123574538674
2024-12-31,11035400000.0,398600000.0,11035400000.0,10636800000.0,11100000.0,403318341.0,20.01,8070400000.0,2943500000.0,2864400000.0,7772400000.0,5961400000.0,3139500000.0,13733800000.0,17702400000.0,31436200000.0,31436200000.0,MAZDOCK.NS,Industrials,0.4368785031269683,0.2472436235931824,0.25672314083763303,0.35104115637386196,0.18963487953378588,0.2672531982313259,0.14030244882709497,0.37936692418130846,0.4580179415043262
2025-03-31,9253100000.0,286000000.0,4047200000.0,3761200000.0,63100000.0,403331784.0,15.610000000000001,3252900000.0,793900000.0,-7013900000.0,6074200000.0,2752200000.0,-795000000.0,8826400000.0,20559300000.0,29385700000.0,29385700000.0,MAZDOCK.NS,Industrials,0.3003637823839487,0.20670598284199457,0.1106966994150216,0.3148844506001218,0.09365779954195408,0.19617969753879608,-0.06522734936156405,-0.5969344766058684,-0.35732280941909744
2025-06-30,5910000000.0,230600000.0,5910000000.0,5679400000.0,10900000.0,403345227.0,11.21,4521500000.0,1475700000.0,2893100000.0,2786300000.0,10578500000.0,7849700000.0,13364800000.0,12891100000.0,26255900000.0,26255900000.0,MAZDOCK.NS,Industrials,0.5090208296040128,0.10612090996690268,0.17220891304430624,0.22509226497663382,0.40289991963711014,0.2460648302541186,-0.10650758702362029,0.3899904700421162,0.514184718571558
2024-06-30,2082490000.0,466180000.0,2082490000.0,1616310000.0,179790000.0,268398990.0,3.96,1062860000.0,373880000.0,219270000.0,1397040000.0,5125090000.0,1462270000.0,6522130000.0,2088640000.0,8610770000.0,8610770000.0,MEDANTA.NS,Healthcare,0.7574386495052127,0.16224333015514292,0.12343379279669531,0.24184712865399957,0.5951953193500698,0.26022801620334923,0.0,0.0,0.0
2024-09-30,2525960000.0,494300000.0,2465040000.0,1970740000.0,159750000.0,268673511.0,4.87,1308440000.0,502810000.0,182160000.0,1849500000.0,5436230000.0,1575780000.0,7285730000.0,2279820000.0,9565550000.0,9565550000.0,MEDANTA.NS,Healthcare,0.7616634694293585,0.19335009487170104,0.136786698098907,0.2640684539833047,0.5683133745576574,0.27760386473429954,0.11088206978005455,0.23105583049507938,0.11707831643956812
2024-12-31,2571700000.0,484160000.0,2537590000.0,2053430000.0,162750000.0,268622180.0,5.32,1429070000.0,462100000.0,160240000.0,1927600000.0,5214720000.0,1430960000.0,7142320000.0,2292040000.0,9434360000.0,9434360000.0,MEDANTA.NS,Healthcare,0.7570540026032503,0.20431698599587042,0.15147503381257446,0.27258870766008503,0.5527370166073798,0.244346092630488,-0.013714841279382828,0.09219375745162184,-0.01968368303519341
2025-03-31,2764480000.0,492540000.0,1964870000.0,1472330000.0,137950000.0,268836470.5,5.615,1014000000.0,320600000.0,-476340000.0,2144650000.0,4475290000.0,-590600000.0,6619940000.0,2136190000.0,8756130000.0,8756130000.0,MEDANTA.NS,Healthcare,0.7560349149681423,0.24493126529642661,0.1158045849022342,0.3157193874462805,0.5111036496717157,0.24022178930016486,-0.07188934914504008,-0.2904476337758123,-0.07313870003024225
2025-06-30,2474420000.0,451080000.0,2670340000.0,2219260000.0,137850000.0,269050761.0,5.91,1590090000.0,491590000.0,204570000.0,1818770000.0,6099030000.0,1716910000.0,7917800000.0,2390570000.0,10308370000.0,10308370000.0,MEDANTA.NS,Healthcare,0.7680942767867277,0.17643623579673606,0.15425232117201845,0.24003988991470038,0.5916580409899916,0.23615060912340033,0.1772746635785445,0.5681360946745562,0.19605313643326072
2024-06-30,812711000.0,255417000.0,812711000.0,557294000.0,46522000.0,51488874.0,7.37,379473000.0,129669000.0,24578000.0,532716000.0,1942689000.0,970402000.0,2475405000.0,658146000.0,3133551000.0,3133551000.0,METROPOLIS.NS,Healthcare,0.7899679947765331,0.17000393483303766,0.12109999167079138,0.25935783397174644,0.6199640599434955,0.25468140518755084,0.0,0.0,0.0
2024-09-30,930056000.0,268181000.0,930056000.0,661875000.0,47918000.0,51515836.0,9.03,465188000.0,146980000.0,31290000.0,630585000.0,2141937000.0,1089370000.0,2772522000.0,725366000.0,3497888000.0,3497888000.0,METROPOLIS.NS,Healthcare,0.7926274368990659,0.18027592650193489,0.13299110777703574,0.265890731778719,0.6123515103971311,0.24009748957802432,0.11626968892480138,0.22587904804821424,0.12002763184206211
2024-12-31,745648000.0,276966000.0,745648000.0,468682000.0,45326000.0,51495074.0,6.09,313605000.0,108610000.0,25556000.0,443126000.0,2115098000.0,1023832000.0,2558224000.0,669450000.0,3227674000.0,3227674000.0,METROPOLIS.NS,Healthcare,0.7925905776109979,0.1372895775719605,0.09716129943730377,0.2310171349398979,0.6553010000390374,0.2572386106604455,-0.07725061522838927,-0.3258532034360302,-0.07729352553379198
2025-03-31,692672000.0,286247000.0,692672000.0,406425000.0,45981000.0,51764107.5,7.375,291417000.0,68131000.0,-79615000.0,452670000.0,2219192000.0,-2044762000.0,2671862000.0,781053000.0,3452915000.0,3452915000.0,METROPOLIS.NS,Healthcare,0.7737989495831783,0.13109792740336787,0.08439738597677614,0.20060499606853918,0.6427010221798104,0.18949069387119383,0.06978430907210575,-0.07075142296838377,0.04442066058327976
2025-06-30,972740000.0,308452000.0,972740000.0,664288000.0,51984000.0,52033141.0,8.66,450607000.0,159851000.0,75164000.0,589124000.0,2424279000.0,1193035000.0,3013403000.0,847229000.0,3860632000.0,3860632000.0,METROPOLIS.NS,Healthcare,0.7805465529996125,0.1525978130005657,0.116718454387779,0.25196392714975163,0.6279487399990468,0.26185421437674666,0.11807907232005421,0.5462618858886064,0.1278288324771264
2024-06-30,4724000000.0,832900000.0,4724000000.0,3891100000.0,32000000.0,98795758.0,29.23,2887800000.0,971400000.0,356500000.0,3534600000.0,3072100000.0,1918700000.0,6606700000.0,10050900000.0,16657600000.0,16657600000.0,MGL.NS,Utilities,0.3966177600614734,0.21219143213908367,0.1733623090961483,0.2835942752857554,0.18442632792238978,0.2517101990049751,0.0,0.0,0.0
2024-09-30,4603500000.0,851700000.0,4603500000.0,3751800000.0,32000000.0,98780488.0,28.7,2835000000.0,884800000.0,469300000.0,3282500000.0,3323200000.0,2032000000.0,6605700000.0,11256800000.0,17862500000.0,17862500000.0,MGL.NS,Utilities,0.36980825752274316,0.18376487053883836,0.15871238628411477,0.2577186843946816,0.18604338698390482,0.23786225065863756,0.07233334934204216,-0.018283814668605847,-0.00015136149666250542
2024-12-31,3667800000.0,910700000.0,3667800000.0,2757100000.0,34900000.0,98777778.0,22.39775,2212400000.0,510500000.0,419900000.0,2337200000.0,3456300000.0,2190500000.0,5793500000.0,12680600000.0,18474100000.0,18474100000.0,MGL.NS,Utilities,0.31360120384754875,0.12651225228833882,0.11975684877747766,0.1985374118360299,0.18708895155920993,0.18748393257189028,0.03423932820153963,-0.2196119929453263,-0.12295441815401853
2025-03-31,4361700000.0,925200000.0,4361700000.0,3436500000.0,41700000.0,98781369.0,27.288874999999997,2470400000.0,924700000.0,-832500000.0,3082600000.0,372400000.0,-890100000.0,3455000000.0,15825900000.0,19280900000.0,19280900000.0,MGL.NS,Utilities,0.17919288000041492,0.15987842891151346,0.12812679906020985,0.22621869311079876,0.019314451088901452,0.2723631115431062,0.04367195154297088,0.11661544024588677,-0.40364201260032795
2025-06-30,5320500000.0,960900000.0,5320500000.0,4359600000.0,45700000.0,98784960.0,32.18,3178900000.0,1136000000.0,321500000.0,4045900000.0,3673200000.0,2340900000.0,7719100000.0,13111000000.0,20830100000.0,20830100000.0,MGL.NS,Utilities,0.3705743131333983,0.19423334501514636,0.15261088520938448,0.25542364174919946,0.17634096811825195,0.2632737722774572,0.0803489463666116,0.28679566062176165,1.2341823444283646
2024-06-30,29542500000.0,10645700000.0,29542500000.0,18896800000.0,4444800000.0,10144591837.0,0.98,9941700000.0,3480200000.0,708800000.0,17107400000.0,113361500000.0,34474900000.0,130468900000.0,154747200000.0,285216100000.0,285216100000.0,MOTHERSON.NS,Automobile,0.45743876309927806,0.05998048497262251,0.03485672793366153,0.10357935614434108,0.3974582781266555,0.2592926485817954,0.0,0.0,0.0
2024-09-30,28914100000.0,11028400000.0,28914100000.0,17885700000.0,5461600000.0,10229534884.0,0.86,8797400000.0,2936000000.0,2592400000.0,13451000000.0,112414900000.0,33987100000.0,125865900000.0,150817600000.0,276683500000.0,276683500000.0,MOTHERSON.NS,Automobile,0.4549093097347692,0.048615114381594854,0.03179589675567932,0.10450243689992356,0.4062941953531743,0.250225850989483,-0.029916263492839268,-0.11510103905770641,-0.035280438479974974
2024-12-31,29001600000.0,11123600000.0,29001600000.0,17878000000.0,4661300000.0,10543560000.0,0.833333,8786300000.0,3373200000.0,1112000000.0,15734400000.0,110244900000.0,32293500000.0,125979300000.0,146336800000.0,272316100000.0,272316100000.0,MOTHERSON.NS,Automobile,0.462621563690138,0.05777991091969957,0.03226507723928185,0.1064997625920759,0.4048416527704385,0.27741272256260535,-0.01578482273066517,-0.0012617364221246818,0.0009009588776627275
2025-03-31,23305800000.0,12136300000.0,25996800000.0,13860500000.0,1340300000.0,10603446666.5,0.6566665,10504600000.0,1366600000.0,-3363200000.0,11959200000.0,109450700000.0,-18842500000.0,121409900000.0,169783400000.0,291193300000.0,291193300000.0,MOTHERSON.NS,Automobile,0.4169391946861415,0.0410696262585712,0.036074319017642235,0.08003549532217946,0.3758695684275703,0.1151189433250219,0.06932091051539002,0.1955658240670135,-0.03627103817849442
2025-06-30,26630900000.0,12297200000.0,25266000000.0,12968800000.0,4250400000.0,10663333333.0,0.48,5118400000.0,2657500000.0,804800000.0,12286200000.0,125718800000.0,36750900000.0,138005000000.0,161423300000.0,299428300000.0,299428300000.0,MOTHERSON.NS,Automobile,0.4608949788647232,0.04103219368376336,0.01709390862520343,0.08893915504980658,0.4198627851809599,0.34176108231844543,0.028280183644335155,-0.5127467966414714,0.13668654697845883
2024-06-30,6920960000.0,1050130000.0,6920960000.0,5870830000.0,497640000.0,190356706.0,21.25,4045080000.0,1328110000.0,735450000.0,5135380000.0,8748950000.0,7698820000.0,13884330000.0,20340290000.0,34224620000.0,34224620000.0,MPHASIS.NS,IT Services,0.4056825174392002,0.1500492920009046,0.11819210848798321,0.202221675507281,0.2556332254382956,0.2471734667860247,0.0,0.0,0.0
2024-09-30,7066230000.0,1035570000.0,7066230000.0,6030660000.0,404940000.0,190862038.0,22.18,4233320000.0,1392400000.0,587500000.0,5443160000.0,9778180000.0,8742610000.0,15221340000.0,20140120000.0,35361460000.0,35361460000.0,MPHASIS.NS,IT Services,0.4304499870763255,0.15392916468946702,0.11971564522505575,0.19982857042667357,0.27652082238685843,0.24750609699736212,0.03321702330077003,0.04653554441444907,0.09629632830680346
2024-12-31,7407480000.0,1324210000.0,7407480000.0,6083270000.0,391760000.0,190900045.0,22.41,4278070000.0,1413440000.0,627510000.0,5455760000.0,10267620000.0,8943410000.0,15723380000.0,19890000000.0,35613380000.0,35613380000.0,MPHASIS.NS,IT Services,0.4415020422099784,0.15319410850640966,0.12012535737972638,0.20799710670540117,0.2883079337035687,0.24834182844271555,0.007124140236291154,0.010570899435903724,0.03298264147571772
2025-03-31,7625140000.0,1353460000.0,7625140000.0,6271680000.0,360670000.0,190891466.0,22.775,4464920000.0,1446090000.0,-1893750000.0,5672130000.0,-7157260000.0,-19508110000.0,-1485130000.0,38585540000.0,37100410000.0,37100410000.0,MPHASIS.NS,IT Services,-0.04003001584079529,0.15288591150340386,0.12034691799901942,0.20552710873006524,-0.19291592734419916,0.24464347040522685,0.04175481237669665,0.04367623718171987,-1.0944536098472466
2025-06-30,7838160000.0,1319220000.0,7838160000.0,6518940000.0,418230000.0,190882887.0,23.14,4417030000.0,1683680000.0,809480000.0,5709460000.0,10170540000.0,8851320000.0,15880000000.0,21444890000.0,37324890000.0,37324890000.0,MPHASIS.NS,IT Services,0.4254533636937711,0.15296655931203013,0.1183400674456107,0.20999820763035068,0.272486804381741,0.2759809923762972,0.006050606987901164,-0.01072583607321076,-11.692666635244052
2024-06-30,12436600000.0,3960800000.0,12436600000.0,8475800000.0,846700000.0,4241150.0,1346.38,5710200000.0,1918900000.0,840400000.0,7635400000.0,19463300000.0,10926700000.0,27098700000.0,44865800000.0,71964500000.0,71964500000.0,MRF.NS,Automobile,0.37655649660596546,0.10609953518748827,0.07934745603735174,0.17281576332775186,0.2704569614184772,0.25152377082486793,0.0,0.0,0.0
2024-09-30,11246900000.0,4097300000.0,11246900000.0,7149600000.0,837800000.0,4241114.0,1109.85,4707000000.0,1604800000.0,1132100000.0,6017500000.0,19578900000.0,10704100000.0,25596400000.0,43214500000.0,68810900000.0,68810900000.0,MRF.NS,Automobile,0.3719817645169588,0.08744980809726366,0.06840486027649689,0.16344648885569002,0.28453195641969514,0.25425393707024935,-0.04382160648653155,-0.1756856152148787,-0.055438083745714795
2024-12-31,9328200000.0,4149900000.0,9328200000.0,5178300000.0,936500000.0,4241194.0,743.8,3154600000.0,1087200000.0,980800000.0,4197500000.0,19464100000.0,10621500000.0,23661600000.0,46346600000.0,70008200000.0,70008200000.0,MRF.NS,Automobile,0.3379832648175499,0.059957262149291084,0.0450604357775232,0.1332443913712965,0.2780260026682589,0.25630628506765996,0.017399859615264468,-0.3298066709156575,-0.07558875466862525
2025-03-31,9592000000.0,4327400000.0,11852000000.0,7524600000.0,917300000.0,4241160.5,961.92,5121100000.0,1486200000.0,-2812100000.0,7355900000.0,11575400000.0,-8371600000.0,18931300000.0,50034900000.0,68966200000.0,68966200000.0,MRF.NS,Automobile,0.2745011324387889,0.10665949407100869,0.07425521487337275,0.13908262308203148,0.16784163836778015,0.22493302861985986,-0.01488397073485681,0.6233753883218158,-0.19991462961084627
2025-06-30,11976700000.0,4287800000.0,11976700000.0,7688900000.0,984100000.0,4241127.0,1180.04,5004700000.0,1700100000.0,1264300000.0,6424600000.0,20451800000.0,11387300000.0,26876400000.0,49880500000.0,76756900000.0,76756900000.0,MRF.NS,Automobile,0.35014962824189094,0.08370061844602895,0.06520195578508252,0.15603418064043753,0.266449009795862,0.2535646104283498,0.1129640316560867,-0.022729491710765215,0.4196806347160522
2024-06-30,8529000000.0,441000000.0,8529000000.0,8088000000.0,52000000.0,179126474.0,37.32,6685000000.0,1351000000.0,481000000.0,7607000000.0,4217000000.0,2356000000.0,11824000000.0,1802000000.0,13626000000.0,13626000000.0,NATCOPHARM.NS,Healthcare,0.8677528254806987,0.5582709525906355,0.49060619404080436,0.6259357111404668,0.3094818728900631,0.1681184668989547,0.0,0.0,0.0
2024-09-30,8681000000.0,458000000.0,8681000000.0,8223000000.0,41000000.0,179132505.0,37.81,6773000000.0,1417000000.0,638000000.0,7585000000.0,4350000000.0,2377000000.0,11935000000.0,1776000000.0,13711000000.0,13711000000.0,NATCOPHARM.NS,Healthcare,0.8704689665232295,0.5532054554737073,0.49398293341112975,0.6331412734300926,0.3172635110495223,0.173015873015873,0.006238074269778293,0.013163799551234145,0.009387686062246381
2024-12-31,2151000000.0,470000000.0,2151000000.0,1681000000.0,44000000.0,179004038.0,7.43,1330000000.0,313000000.0,1763000000.0,-82000000.0,4002000000.0,2116000000.0,3920000000.0,828000000.0,4748000000.0,4748000000.0,NATCOPHARM.NS,Healthcare,0.8256107834877844,-0.017270429654591406,0.2801179443976411,0.4530328559393429,0.8428812131423757,0.1905051734631771,-0.6537087010429582,-0.8036320685073084,-0.6715542521994136
2025-03-31,6075000000.0,983000000.0,6075000000.0,5092000000.0,33000000.0,179051199.5,17.134999999999998,4066000000.0,999000000.0,-2518000000.0,4702000000.0,3082000000.0,-3613000000.0,9718000000.0,4247000000.0,12031000000.0,12031000000.0,NATCOPHARM.NS,Healthcare,0.8077466544759372,0.3908237054276453,0.33796026930429723,0.5049455573102818,0.2561715568115701,0.19723593287265548,1.5339090143218197,2.057142857142857,1.4790816326530614
2025-06-30,6327000000.0,576000000.0,6327000000.0,5751000000.0,32000000.0,179098361.0,26.84,4807000000.0,916000000.0,617000000.0,5134000000.0,5825000000.0,3559000000.0,10959000000.0,2330000000.0,13289000000.0,13289000000.0,NATCOPHARM.NS,Healthcare,0.8246670178342991,0.38633456242004666,0.36172774475129804,0.47610805929716304,0.43833245541425236,0.1600559147300367,0.10456321170310034,0.18224299065420557,0.1277011730808808
2024-06-30,8076200000.0,1743000000.0,8076200000.0,8076200000.0,34100000.0,1838812500.0,3.2,5884200000.0,2157900000.0,605200000.0,7599000000.0,17278200000.0,12611500000.0,24877200000.0,3683800000.0,28561000000.0,28561000000.0,NATIONALUM.NS,Metals & Mining,0.8710199222716292,0.26606211267112495,0.20602219810230735,0.28277021112706135,0.6049578096005042,0.2683254373857574,0.0,0.0,0.0
2024-09-30,14247700000.0,1743000000.0,14247700000.0,14247700000.0,44300000.0,1835035088.0,5.7,10459700000.0,3743700000.0,717900000.0,13691900000.0,18072100000.0,13308200000.0,31764000000.0,8250800000.0,40014800000.0,40014800000.0,NATIONALUM.NS,Metals & Mining,0.7938062916720813,0.3421708967681958,0.26139578356008275,0.3560607575197177,0.45163539490388555,0.263577734908543,0.4010293757221386,0.7775908364773461,0.2768317977907482
2024-12-31,21244000000.0,1743000000.0,21244000000.0,21244000000.0,190800000.0,1836248535.0,8.53,15663200000.0,5390000000.0,990900000.0,20418900000.0,18084300000.0,13786400000.0,38503200000.0,8119000000.0,46622200000.0,46622200000.0,NATIONALUM.NS,Metals & Mining,0.8258554937347444,0.4379651753885488,0.33596012200196473,0.4556627529374418,0.3878903183461956,0.2560180875116372,0.1651239041554624,0.4974808072889281,0.2121647147714394
2025-03-31,28012200000.0,1743000000.0,27638300000.0,27638300000.0,154000000.0,1837108505.5,7.119999999999999,20672300000.0,6812700000.0,-2026600000.0,27089700000.0,4209500000.0,-1784300000.0,31299200000.0,20124700000.0,51423900000.0,51423900000.0,NATIONALUM.NS,Metals & Mining,0.6086508413403107,0.5267920169415389,0.4019979036984748,0.5447311464124658,0.08185882439877178,0.2478697471348008,0.10299170781301603,0.3198005516114204,-0.18710133183735378
2025-06-30,14229300000.0,1743000000.0,14229300000.0,14229300000.0,80400000.0,1837968476.0,5.71,10494800000.0,3654100000.0,1235100000.0,13132100000.0,18809700000.0,14355300000.0,31941800000.0,6127600000.0,38069400000.0,38069400000.0,NATIONALUM.NS,Metals & Mining,0.8390413297819246,0.34495158841484236,0.2756754768922021,0.37377263629056406,0.4940897413670822,0.2582603594625731,-0.2596944222433538,-0.49232547902265356,0.02053087618852878
2024-06-30,1106100000.0,267100000.0,1106100000.0,839000000.0,156000000.0,49612403.0,10.32,512000000.0,171000000.0,102600000.0,736400000.0,2196500000.0,1147500000.0,2932900000.0,2303900000.0,5236800000.0,5236800000.0,NAVINFLUOR.NS,Chemicals,0.5600557592422853,0.1406202260922701,0.09776963030858539,0.21121677360219981,0.41943553315001525,0.25036603221083453,0.0,0.0,0.0
2024-09-30,1185100000.0,279000000.0,1185100000.0,906100000.0,138600000.0,49637131.0,11.85,588200000.0,179300000.0,111500000.0,794500000.0,2151300000.0,1102800000.0,2945800000.0,2239800000.0,5185600000.0,5185600000.0,NAVINFLUOR.NS,Chemicals,0.5680731255785252,0.15321274298056156,0.11342949706880592,0.22853671706263498,0.4148603825979636,0.2336156351791531,-0.00977696303085851,0.1488281250000001,0.004398377032970746
2024-12-31,1577900000.0,295600000.0,1577900000.0,1282300000.0,202100000.0,49643705.0,16.84,836000000.0,244200000.0,104800000.0,1177500000.0,2252900000.0,1244700000.0,3430400000.0,2631600000.0,6062000000.0,6062000000.0,NAVINFLUOR.NS,Chemicals,0.5658858462553613,0.1942428241504454,0.13790828109534806,0.26029363246453313,0.37164302210491584,0.22606924643584522,0.1690064794816415,0.4212852771166269,0.1645053975151063
2025-03-31,1643500000.0,352600000.0,1905400000.0,1552800000.0,282600000.0,49654408.5,20.215,949600000.0,320400000.0,-168700000.0,1434500000.0,1528500000.0,-592700000.0,2963000000.0,3848800000.0,6811800000.0,6811800000.0,NAVINFLUOR.NS,Chemicals,0.4349804750579876,0.2105904459907807,0.13940514988696087,0.24127249772453682,0.2243900290672069,0.2522834645669291,0.12368855163312431,0.13588516746411483,-0.13625233208955223
2025-06-30,2207000000.0,352400000.0,2207000000.0,1854600000.0,303500000.0,49665112.0,23.59,1171600000.0,379400000.0,139100000.0,1715500000.0,2461400000.0,1333300000.0,4176900000.0,3077100000.0,7254000000.0,7254000000.0,NAVINFLUOR.NS,Chemicals,0.5758064516129032,0.23649021229666392,0.1615108905431486,0.3042459332781913,0.33931623931623933,0.24461637653127014,0.06491676208931563,0.233782645324347,0.4096861289233884
2024-06-30,498200000.0,152000000.0,498000000.0,346000000.0,5700000.0,76452703.0,2.96,226300000.0,104100000.0,255700000.0,97200000.0,1553700000.0,480200000.0,1650900000.0,849900000.0,2500800000.0,2500800000.0,NAZARA.NS,IT Services,0.6601487523992322,0.03886756238003839,0.09049104286628279,0.1992162507997441,0.6212811900191939,0.3150726392251816,0.0,0.0,0.0
2024-09-30,492400000.0,257400000.0,492400000.0,235000000.0,17500000.0,76550523.0,2.87,219700000.0,36500000.0,253100000.0,-5800000.0,1896500000.0,567100000.0,1890700000.0,1298700000.0,3189400000.0,3189400000.0,NAZARA.NS,IT Services,0.5928074245939675,-0.0018185238602872013,0.06888442967329278,0.15438640496645137,0.5946259484542548,0.14246682279469164,0.2753518873960332,-0.029164825452938525,0.14525410382215753
2024-12-31,739400000.0,305200000.0,586500000.0,281300000.0,28100000.0,79895833.0,3.84,306800000.0,116400000.0,219400000.0,218300000.0,3437100000.0,792100000.0,3655400000.0,1691500000.0,5346900000.0,5346900000.0,NAZARA.NS,IT Services,0.683648469206456,0.040827395313172116,0.05737904206175541,0.1382857356599151,0.6428210738932839,0.27504725897920607,0.6764595221671788,0.39644970414201186,0.9333580155497965
2025-03-31,312300000.0,462300000.0,478100000.0,15800000.0,48100000.0,84184656.5,5.785,5400000.0,-103600000.0,-648000000.0,60500000.0,3496700000.0,-146400000.0,3557200000.0,1644800000.0,5202000000.0,5202000000.0,NAZARA.NS,IT Services,0.6838139177239523,0.011630142252979623,0.0010380622837370243,0.060034602076124564,0.6721837754709727,1.054989816700611,-0.02709981484598556,-0.9823989569752282,-0.026864365048968608
2025-06-30,1002900000.0,645200000.0,1002900000.0,357700000.0,51500000.0,88473480.0,7.73,683900000.0,-58000000.0,771000000.0,-170800000.0,3816700000.0,980600000.0,3645900000.0,1341800000.0,4987700000.0,4987700000.0,NAZARA.NS,IT Services,0.7309782063877138,-0.03424424083244782,0.1371173085791046,0.20107464362331334,0.7652224472201616,-0.09266656015337914,-0.041195693963860025,125.64814814814815,0.024935342404138083
