Date,Normalized EBITDA,Reconciled Depreciation,EBITDA,EBIT,Interest Expense,Diluted Average Shares,Diluted EPS,Net Income,Tax Provision,Other Non Operating Income Expenses,Operating Income,Operating Expense,Other Operating Expenses,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Ticker,Sector,Gross_Profit_Margin,Operating_Margin,Net_Profit_Margin,EBITDA_Margin,Expense_Ratio,Effective_Tax_Rate,Revenue_Growth_QoQ,Net_Income_Growth_QoQ,Gross_Profit_Growth_QoQ
2024-06-30,1872750000.0,316520000.0,1872750000.0,1556230000.0,77150000.0,49125000.0,22.72,1116120000.0,358630000.0,209120000.0,1347110000.0,1318730000.0,1002210000.0,2665840000.0,5153380000.0,7819220000.0,7819220000.0,ECLERX.NS,IT Services,0.3409342619852108,0.17228189000948943,0.14274058026248143,0.23950598653062583,0.16865237197572136,0.24318020003390406,0.0,0.0,0.0
2024-09-30,2287780000.0,327990000.0,2287780000.0,1959790000.0,81170000.0,48112521.0,29.15,1402480000.0,483640000.0,131200000.0,1828590000.0,1268290000.0,940300000.0,3096880000.0,5221480000.0,8318360000.0,8318360000.0,ECLERX.NS,IT Services,0.372294538827365,0.2198257829668348,0.16860054145288253,0.2750277698969508,0.15246875586053021,0.2564205882976693,0.06383501167635641,0.256567394187005,0.16169012393842097
2024-12-31,2280560000.0,357800000.0,2280560000.0,1922760000.0,82770000.0,47993347.0,28.56,1370690000.0,468000000.0,205750000.0,1717010000.0,1370430000.0,1012630000.0,3087440000.0,5450770000.0,8538210000.0,8538210000.0,ECLERX.NS,IT Services,0.3616027246928806,0.2010971854756442,0.16053599056476708,0.26710048124841157,0.1605055392172364,0.2545290396967406,0.026429488504945642,-0.022666989903599388,-0.0030482291855028487
2025-03-31,2505050000.0,409620000.0,2505050000.0,2095430000.0,107810000.0,47896471.0,29.1,1521630000.0,462450000.0,319200000.0,2090670000.0,1560390000.0,1150770000.0,4492920000.0,5646240000.0,8982860000.0,8982860000.0,ECLERX.NS,IT Services,0.5001658714485142,0.2327399068893426,0.16939259879370266,0.27886998127545126,0.17370748291746727,0.23308031934196202,0.052077660305848594,0.11011972072459852,0.45522504081050963
2025-06-30,2346460000.0,368980000.0,2346460000.0,1977480000.0,96920000.0,47799595.0,29.64,1416780000.0,465060000.0,141100000.0,1836380000.0,1477480000.0,1108500000.0,3313860000.0,6031700000.0,9345560000.0,9345560000.0,ECLERX.NS,IT Services,0.3545919131651822,0.19649758815951104,0.1515992621094937,0.25107751702412695,0.15809432500567114,0.24713046805254432,0.04037689555442259,-0.06890637014254453,-0.2624262172484709
2024-06-30,16219400000.0,1686300000.0,16219400000.0,14533100000.0,122700000.0,274609823.0,40.11,11014600000.0,3395800000.0,2819500000.0,9968000000.0,9603800000.0,5178400000.0,19571800000.0,23561600000.0,43133400000.0,43133400000.0,EICHERMOT.NS,Automobile,0.45375045788182705,0.23109701530600416,0.25536127455753543,0.37602878511779736,0.22265344257582292,0.2356492533170488,0.0,0.0,0.0
2024-09-30,15552500000.0,1800600000.0,15552500000.0,13751900000.0,131400000.0,274670494.0,40.06,11003300000.0,2617200000.0,3537800000.0,9076600000.0,9963300000.0,5466000000.0,19039900000.0,22823900000.0,41863800000.0,41863800000.0,EICHERMOT.NS,Automobile,0.4548058226916811,0.2168126161504689,0.2628356718692522,0.3715023480907132,0.23799320654121223,0.19215153628721413,-0.029434266716743873,-0.0010259110634975865,-0.02717685649761392
2024-12-31,16534800000.0,1792700000.0,16534800000.0,14742100000.0,133900000.0,274700774.0,42.61,11705000000.0,2903200000.0,2887800000.0,10219200000.0,11345200000.0,6982700000.0,21564400000.0,27316700000.0,48881100000.0,48881100000.0,EICHERMOT.NS,Automobile,0.4411602848544734,0.20906239835028262,0.2394586046549689,0.33826571005971634,0.23209788650419078,0.1987376952670418,0.1676221461023606,0.06377177755764185,0.1325899820902421
2025-03-31,18860700000.0,2013700000.0,18860700000.0,16847000000.0,155400000.0,274650455.5,43.25,13621500000.0,3070100000.0,-8424800000.0,10769900000.0,8599700000.0,-10775000000.0,19369600000.0,32134200000.0,51503800000.0,51503800000.0,EICHERMOT.NS,Automobile,0.376080988198929,0.20910884245434316,0.26447563092432014,0.36620016387140364,0.16697214574458583,0.1839308394641616,0.05365468453042177,0.16373344724476713,-0.10177885774702755
2025-06-30,18059500000.0,1980600000.0,18059500000.0,16078900000.0,149000000.0,274600137.0,43.89,12052200000.0,3877700000.0,4460600000.0,10047200000.0,11282800000.0,6524900000.0,21330000000.0,28126200000.0,49456200000.0,49456200000.0,EICHERMOT.NS,Automobile,0.4312907178473073,0.20315349743813718,0.24369442051754886,0.36516149643522955,0.22813722040917014,0.24342274590549848,-0.0397562898271584,-0.11520757625812139,0.10121014373038162
2024-06-30,1736600000.0,333800000.0,1715100000.0,1381300000.0,46200000.0,627142857.0,1.47,921900000.0,367600000.0,333700000.0,1014800000.0,2425200000.0,2091400000.0,3440000000.0,1825400000.0,5265400000.0,5265400000.0,EIHOTEL.NS,Consumer Discretionary,0.6533216849622061,0.1927298970638508,0.17508641318798193,0.3298134994492346,0.4605917878983553,0.28507173322993407,0.0,0.0,0.0
2024-09-30,2161300000.0,339400000.0,2141200000.0,1801800000.0,49000000.0,624375000.0,2.08,1298700000.0,425800000.0,335900000.0,1406700000.0,2584400000.0,2245000000.0,3991100000.0,1898800000.0,5889900000.0,5889900000.0,EIHOTEL.NS,Consumer Discretionary,0.6776176165979049,0.23883257780267916,0.2204961034992105,0.36695020288969254,0.43878503879522573,0.24691214844882575,0.11860447449386569,0.40872111942726974,0.16020348837209308
2024-12-31,4064300000.0,341700000.0,4043500000.0,3701800000.0,59800000.0,625177305.0,4.23,2644500000.0,853700000.0,310100000.0,3225900000.0,2693400000.0,2351700000.0,5919300000.0,2082400000.0,8001700000.0,8001700000.0,EIHOTEL.NS,Consumer Discretionary,0.7397553019983254,0.4031518302360748,0.3304922703925416,0.5079295649674445,0.33660347176225053,0.24403979189297353,0.3585459855006028,1.036267036267036,0.48312495302047065
2025-03-31,5017540000.0,329800000.0,3925180000.0,3595380000.0,45440000.0,626107171.0,2.3850000000000002,2529350000.0,933750000.0,-449990000.0,4216520000.0,1947730000.0,-319440000.0,6164250000.0,2110210000.0,8274460000.0,8274460000.0,EIHOTEL.NS,Consumer Discretionary,0.7449730858569623,0.5095824984349432,0.3056815792208797,0.6063888157051941,0.23539058742201907,0.2696283676474835,0.03408775635177519,-0.04354320287388924,0.041381582281688756
2025-06-30,2038500000.0,333600000.0,933600000.0,600000000.0,58200000.0,627037037.0,0.54,338600000.0,173000000.0,354800000.0,1264500000.0,2497300000.0,2163700000.0,3761800000.0,1974000000.0,5735800000.0,5735800000.0,EIHOTEL.NS,Consumer Discretionary,0.6558457407859409,0.22045747759684786,0.05903274172739635,0.3553994211792601,0.43538826318909307,0.33815480844409695,-0.306806728173198,-0.8661316148417577,-0.3897392221275905
2024-06-30,2248700000.0,444300000.0,2248700000.0,1804400000.0,20600000.0,436114286.0,3.5,1526400000.0,277800000.0,104600000.0,1720800000.0,4410200000.0,1018400000.0,6131000000.0,2929700000.0,9060700000.0,9060700000.0,EMAMILTD.NS,fmcg,0.6766585363161787,0.18991910117319855,0.16846380522476187,0.24818170781506949,0.4867394351429801,0.15397406052544063,0.0,0.0,0.0
2024-09-30,2674100000.0,446500000.0,2674100000.0,2227600000.0,23300000.0,436673511.0,4.87,2126600000.0,94400000.0,215600000.0,2058200000.0,4237500000.0,1205100000.0,6295700000.0,2610200000.0,8905900000.0,8905900000.0,EMAMILTD.NS,fmcg,0.7069133944912923,0.231105222380669,0.2387855242030564,0.30026162431646436,0.4758081721106233,0.0425033768572715,-0.017084772699681006,0.3932127882599581,0.026863480671994733
2024-12-31,3491200000.0,456000000.0,3491200000.0,3035200000.0,21700000.0,436604069.0,6.39,2789900000.0,223700000.0,149300000.0,2930900000.0,4445800000.0,1107900000.0,7376700000.0,3118100000.0,10494800000.0,10494800000.0,EMAMILTD.NS,fmcg,0.7028909555208294,0.27927163928802834,0.2658364142241872,0.33265998399207225,0.423619316232801,0.07423015662330767,0.17840981821039992,0.31190632935201723,0.17170449671998345
2025-03-31,2016815000.0,435340000.0,2400137000.0,1964797000.0,27769000.0,436732885.5,5.074999999999999,1621781000.0,315282000.0,-386806000.0,1761430000.0,3918031000.0,-1001333000.0,5679461000.0,3509873000.0,9189334000.0,9189334000.0,EMAMILTD.NS,fmcg,0.6180492514473845,0.19168200872881538,0.17648515115458857,0.21947346782693936,0.4263672427185692,0.162762904458967,-0.12439169874604561,-0.418695652173913,-0.23008106605934908
2025-06-30,2337000000.0,445000000.0,2337000000.0,1892000000.0,24300000.0,436861702.0,3.76,1642600000.0,225100000.0,215900000.0,1697200000.0,4579100000.0,1142000000.0,6276300000.0,2764600000.0,9040900000.0,9040900000.0,EMAMILTD.NS,fmcg,0.6942118594387727,0.18772467342853036,0.18168545166963465,0.25849196429559,0.5064871860102423,0.12052256786421803,-0.016152857214679517,0.01283712165822637,0.10508726092141485
2024-06-30,898823000.0,98438000.0,898823000.0,800385000.0,7765000.0,561945399.0,1.63,915971000.0,203143000.0,388671000.0,411714000.0,3209488000.0,691236000.0,3621202000.0,2617076000.0,6238278000.0,6238278000.0,ENGINERSIN.NS,Industrials,0.5804810237697006,0.06599802060760998,0.1468307439969812,0.14408190850103186,0.5144830031620906,0.18152127486565264,0.0,0.0,0.0
2024-09-30,1093450000.0,95312000.0,1093450000.0,998138000.0,7384000.0,562892655.0,1.77,996320000.0,221773000.0,469649000.0,528489000.0,3456662000.0,842084000.0,3985151000.0,2904275000.0,6889426000.0,6889426000.0,ENGINERSIN.NS,Industrials,0.5784445612740452,0.0767101642430008,0.14461582140515045,0.15871423831245157,0.5017343970310444,0.182065737180987,0.10437944573807068,0.08772002607069429,0.10050502567931874
2024-12-31,1359694000.0,95008000.0,1359694000.0,1264686000.0,6413000.0,560475258.0,1.94,1087322000.0,320707000.0,380737000.0,883949000.0,3362442000.0,723987000.0,4246391000.0,3399486000.0,7645877000.0,7645877000.0,ENGINERSIN.NS,Industrials,0.5553831169400187,0.11561119803522867,0.1422102395840268,0.1778336219638375,0.4397719189047901,0.22777016666560135,0.10979884245799276,0.0913381242974145,0.06555335042511556
2025-03-31,3299380000.0,106817000.0,3373139000.0,3266322000.0,5030000.0,562138060.0,1.5499999999999998,2798100000.0,838234000.0,-899062000.0,2987327000.0,2880896000.0,-558043000.0,5868223000.0,4234348000.0,10102571000.0,10102571000.0,ENGINERSIN.NS,Industrials,0.5808643166180173,0.29569967882433096,0.27696910024190874,0.3265881526593577,0.2851646377936864,0.23051622870726396,0.3213096417847161,1.5733867244477717,0.38193185695806164
2025-06-30,1084534000.0,105503000.0,1084534000.0,979031000.0,6190000.0,563800862.0,1.16,654009000.0,245141000.0,363643000.0,615388000.0,3633102000.0,1021815000.0,4248490000.0,4455103000.0,8703593000.0,8703593000.0,ENGINERSIN.NS,Industrials,0.48813059158441807,0.07070505249958264,0.07514241532204,0.12460761894541714,0.41742553908483543,0.2726363788022021,-0.13847742322226686,-0.7662667524391551,-0.27601762918689354
2024-06-30,2516300000.0,757400000.0,2516300000.0,1758900000.0,603700000.0,136573770.0,6.1,833100000.0,259000000.0,16400000.0,1742500000.0,3607500000.0,1565200000.0,5350000000.0,1805900000.0,7155900000.0,7155900000.0,ERIS.NS,Healthcare,0.7476348188208332,0.2435053592140751,0.11642141449712824,0.35163990553249763,0.504129459606758,0.23715776943503342,0.0,0.0,0.0
2024-09-30,2690600000.0,804800000.0,2690600000.0,1885800000.0,594700000.0,136294643.0,6.72,915900000.0,327600000.0,45500000.0,1840300000.0,3686500000.0,1647600000.0,5526800000.0,1862700000.0,7389500000.0,7389500000.0,ERIS.NS,Healthcare,0.7479261113742472,0.2490425603897422,0.12394613979294945,0.36411123892008934,0.49888355098450504,0.2634499396863691,0.032644391341410506,0.09938782859200579,0.0330467289719627
2024-12-31,2545300000.0,812000000.0,2545300000.0,1733300000.0,571700000.0,136205212.0,6.14,836300000.0,292300000.0,42200000.0,1691100000.0,3761300000.0,1748700000.0,5452400000.0,1768800000.0,7221200000.0,7221200000.0,ERIS.NS,Healthcare,0.7550545615687143,0.2341854539411732,0.11581177643604941,0.35247604276297567,0.5208691076275411,0.2589934432039695,-0.022775559916097143,-0.08690905120646364,-0.013461677643482717
2025-03-31,2604000000.0,778400000.0,2604000000.0,1825600000.0,542800000.0,136383856.0,7.390000000000001,934500000.0,263100000.0,-18300000.0,1761100000.0,3401300000.0,-1936400000.0,5162400000.0,1863600000.0,7026000000.0,7026000000.0,ERIS.NS,Healthcare,0.7347566182749786,0.25065471107315684,0.1330059777967549,0.3706233988044407,0.4841019072018218,0.21968937875751504,-0.027031518307206515,0.1174219777591774,-0.05318758711759963
2025-06-30,2802900000.0,705100000.0,2802900000.0,2097800000.0,486800000.0,136562500.0,8.64,1179900000.0,360000000.0,26900000.0,2062000000.0,3807200000.0,1672200000.0,5869200000.0,1846400000.0,7715600000.0,7715600000.0,ERIS.NS,Healthcare,0.7606926227383483,0.26725076468453524,0.15292394629063197,0.36327699725232,0.4934418580538131,0.23378141437755698,0.0981497295758611,0.26260032102728736,0.1369130636913063
2024-06-30,4896000000.0,1437600000.0,4896000000.0,3458400000.0,297900000.0,849652510.0,2.59,2200600000.0,953000000.0,163300000.0,3294100000.0,10983300000.0,6334100000.0,14277400000.0,30079700000.0,44357100000.0,44357100000.0,EXIDEIND.NS,Automobile,0.3218740630023153,0.07426319574543873,0.04961099801384671,0.11037691823856835,0.2476108672568766,0.3021943176052765,0.0,0.0,0.0
2024-09-30,5123000000.0,1459100000.0,5123000000.0,3663900000.0,340200000.0,850294118.0,2.72,2312800000.0,989700000.0,402500000.0,3263900000.0,11495000000.0,6736300000.0,14758900000.0,29741100000.0,44500000000.0,44500000000.0,EXIDEIND.NS,Automobile,0.3316606741573034,0.07334606741573034,0.05197303370786517,0.11512359550561797,0.258314606741573,0.2996820590461771,0.003221581212477842,0.050986094701445106,0.03372462773334073
2024-12-31,4374100000.0,1450300000.0,4374100000.0,2923800000.0,543600000.0,852228261.0,1.84,1568100000.0,795800000.0,126900000.0,2795900000.0,10580000000.0,5894800000.0,13375900000.0,26791300000.0,40167200000.0,40167200000.0,EXIDEIND.NS,Automobile,0.33300553685594214,0.06960654464339062,0.03903931566053895,0.1088973092473461,0.26339899221255153,0.3366470662887601,-0.0973662921348315,-0.3219906606710481,-0.09370617051406271
2025-03-31,4712700000.0,1476400000.0,4712700000.0,3236300000.0,341100000.0,851332199.0,2.525,1868700000.0,1016100000.0,-524300000.0,3147800000.0,7827800000.0,-3975600000.0,10975600000.0,31445300000.0,42420900000.0,42420900000.0,EXIDEIND.NS,Automobile,0.25873095573172655,0.0742039890714247,0.04405139919237923,0.11109382403485074,0.18452696666030188,0.3522254575707155,0.05610796869087209,0.19169695810216192,-0.17944960712923985
2025-06-30,5662500000.0,1489400000.0,5662500000.0,4173100000.0,324000000.0,850436137.0,3.21,2729900000.0,1103300000.0,275700000.0,3894000000.0,11353000000.0,6426700000.0,15247000000.0,31704200000.0,46951200000.0,46951200000.0,EXIDEIND.NS,Automobile,0.3247414336587776,0.08293717732454123,0.05814334883879432,0.1206039462250166,0.2418042563342364,0.28782740269226753,0.10679405670318176,0.46085513993685456,0.38917234593097416
2024-06-30,2620500000.0,260800000.0,6790400000.0,6529600000.0,66500000.0,618185185.0,8.1,5007300000.0,1455800000.0,549000000.0,1805700000.0,2913400000.0,2076800000.0,4719100000.0,6685800000.0,11404900000.0,11404900000.0,FINPIPE.NS,Materials,0.4137782882795991,0.15832668414453438,0.4390481284360231,0.2297696604091224,0.25545160413506474,0.22524794603208986,0.0,0.0,0.0
2024-09-30,951600000.0,264300000.0,951600000.0,687300000.0,68000000.0,616212121.0,0.66,406700000.0,212600000.0,826200000.0,-158600000.0,2631900000.0,1803100000.0,2473300000.0,5811000000.0,8284300000.0,8284300000.0,FINPIPE.NS,Materials,0.29855268399261253,-0.01914464710355733,0.04909286240237558,0.114867882621344,0.3176973310961699,0.3432908122073309,-0.2736192338380872,-0.9187785832684281,-0.47589582759424465
2024-12-31,1491200000.0,273100000.0,1491200000.0,1218100000.0,100100000.0,618552632.0,1.52,940200000.0,177800000.0,484200000.0,561200000.0,2866300000.0,2023200000.0,3427500000.0,6584900000.0,10012400000.0,10012400000.0,FINPIPE.NS,Materials,0.342325516359714,0.056050497383244774,0.09390355958611322,0.14893532020294833,0.2862750189764692,0.1590339892665474,0.20859939886290935,1.311777723137448,0.38580034771358096
2025-03-31,995700000.0,268900000.0,2466100000.0,2197200000.0,-34800000.0,617955561.5,1.5550000000000002,1645800000.0,586200000.0,618700000.0,1503200000.0,234500000.0,-1817100000.0,1737700000.0,9654000000.0,11391700000.0,11391700000.0,FINPIPE.NS,Materials,0.1525408850303291,0.13195572214858187,0.14447360797773817,0.08740574277763635,0.02058516288174724,0.26263440860215054,0.13775917861851306,0.7504786215698787,-0.4930123997082422
2025-06-30,1630800000.0,266100000.0,1630800000.0,1364700000.0,55100000.0,617358491.0,1.59,981600000.0,328000000.0,646800000.0,669800000.0,2733300000.0,1883700000.0,3403100000.0,7028400000.0,10431500000.0,10431500000.0,FINPIPE.NS,Materials,0.3262330441451373,0.06420936586301107,0.09409960216651489,0.15633418012749845,0.26202367828212625,0.25045815516188147,-0.08428943880193474,-0.40357273058694865,0.9583932784715428
2024-06-30,3561200000.0,910000000.0,3563200000.0,2653200000.0,352700000.0,754363636.0,2.2,1659600000.0,560700000.0,130100000.0,2515200000.0,7610400000.0,3746500000.0,10125600000.0,8463400000.0,18589000000.0,18589000000.0,FORTIS.NS,Healthcare,0.5447092366453279,0.1353058260261445,0.0892786056269837,0.19157566302652107,0.4094034106191834,0.2525334414268342,0.0,0.0,0.0
2024-09-30,4523000000.0,950500000.0,3925300000.0,2974800000.0,364300000.0,754102564.0,2.34,1764600000.0,679700000.0,132400000.0,3397800000.0,7789400000.0,3935700000.0,11187200000.0,8696700000.0,19883900000.0,19883900000.0,FORTIS.NS,Healthcare,0.5626260441865026,0.17088196983489154,0.08874516568681194,0.2274704660554519,0.3917440743516111,0.2780755226445199,0.06965947603421374,0.0632682574114245,0.10484316978746944
2024-12-31,3980700000.0,973300000.0,4218700000.0,3245400000.0,451500000.0,755792683.0,3.28,2479000000.0,250900000.0,208900000.0,2777900000.0,7832300000.0,3916600000.0,10610200000.0,8672400000.0,19282600000.0,19282600000.0,FORTIS.NS,Healthcare,0.550247373279537,0.144062522688849,0.12856150104239056,0.20644000290417266,0.406184850590688,0.09190812850287557,-0.030240546371687604,0.40485095772413016,-0.05157680205949655
2025-03-31,4367752000.0,1022348000.0,3767680000.0,2745332000.0,379759000.0,755113733.0,3.365,1838952000.0,485327000.0,-232249000.0,3236308000.0,6691534000.0,-3753210000.0,9927842000.0,9555580000.0,19483422000.0,19483422000.0,FORTIS.NS,Healthcare,0.5095533012629917,0.16610572824424785,0.09438547294207353,0.22417786772775336,0.34344757301874385,0.20880754849138164,0.010414674369638943,-0.2581879790238,-0.06431151156434378
2025-06-30,5089900000.0,1014800000.0,5216200000.0,4201400000.0,695700000.0,754434783.0,3.45,2602800000.0,837900000.0,154000000.0,3891900000.0,8023300000.0,3881000000.0,11915200000.0,9752000000.0,21667200000.0,21667200000.0,FORTIS.NS,Healthcare,0.5499187712302467,0.17962173238812584,0.1201262738147984,0.23491267907251515,0.3702970388421208,0.24352602668061732,0.11208390394664747,0.4153713636897538,0.200180260725342
2024-06-30,2717060000.0,728500000.0,2717060000.0,1988560000.0,316000000.0,704427083.0,1.92,1352500000.0,320070000.0,18360000.0,1970200000.0,4600460000.0,3944250000.0,6570660000.0,11268040000.0,17838700000.0,17838700000.0,FSL.NS,IT Services,0.368337378844871,0.11044526787265888,0.07581830514555433,0.15231266852405165,0.2578921109722121,0.19136418804594127,0.0,0.0,0.0
2024-09-30,2845470000.0,791870000.0,2845470000.0,2053600000.0,343320000.0,705183673.0,1.96,1382160000.0,328170000.0,-27260000.0,2080860000.0,5140870000.0,4349000000.0,7221730000.0,12104390000.0,19326120000.0,19326120000.0,FSL.NS,IT Services,0.37367717886466606,0.1076708620250728,0.07151771798995349,0.14723441642709453,0.26600631683959325,0.19187525214432302,0.08338163655423325,0.021929759704251373,0.09908745848971034
2024-12-31,3155650000.0,844000000.0,3243740000.0,2399740000.0,393200000.0,706185022.0,2.27,1603040000.0,403490000.0,-20950000.0,2332600000.0,5475530000.0,4776790000.0,7808130000.0,13070370000.0,20878500000.0,20878500000.0,FSL.NS,IT Services,0.37397945254687837,0.11172258543477741,0.07677946212611059,0.15114352084680413,0.26225686711210094,0.20108844622308164,0.0803254869575476,0.1598078370087399,0.08119938020391237
2025-03-31,3614580000.0,1189680000.0,3633050000.0,2443370000.0,426240000.0,705867511.0,2.335,1606850000.0,410270000.0,38860000.0,2500050000.0,7982810000.0,-2177690000.0,10482860000.0,11194820000.0,21677680000.0,21677680000.0,FSL.NS,IT Services,0.4835785010204044,0.1153283008144783,0.07412462957290633,0.16674201298293914,0.3682502002059261,0.20339394780677403,0.03827765404602812,0.0023767342050105,0.3425570527130055
2025-06-30,3539130000.0,972470000.0,3539130000.0,2566660000.0,434370000.0,705550000.0,2.4,1693320000.0,439040000.0,68270000.0,2498390000.0,6503940000.0,5531470000.0,9002330000.0,13207010000.0,22209340000.0,22209340000.0,FSL.NS,IT Services,0.4053398254968405,0.1124927620541628,0.0762435984140006,0.15935322706573,0.29284706344267775,0.20589393910971882,0.024525687250665174,0.05381336154588179,-0.14123340386116
2024-06-30,54747700000.0,11521900000.0,54747700000.0,43225800000.0,2087600000.0,6576301653.0,4.84,31829300000.0,9304700000.0,2205500000.0,36378300000.0,35303300000.0,18200600000.0,71681600000.0,275696100000.0,347377700000.0,347377700000.0,GAIL.NS,Utilities,0.2063506091496374,0.10472261172781097,0.09162735546927739,0.15760280524627804,0.10162799742182645,0.22620459960130307,0.0,0.0,0.0
2024-09-30,45798100000.0,9219800000.0,45798100000.0,36578300000.0,1881800000.0,6569634146.0,4.1,26935500000.0,7799800000.0,2766700000.0,30152200000.0,35894100000.0,21105500000.0,66046300000.0,272842700000.0,338889000000.0,338889000000.0,GAIL.NS,Utilities,0.1948906574128992,0.08897367574633581,0.07948177721908943,0.13514189011741307,0.10591698166656338,0.22454966561394316,-0.02443651391554491,-0.15375141771889422,-0.07861571170286374
2024-12-31,39406500000.0,9393500000.0,63806800000.0,54413300000.0,1692900000.0,6572560386.0,6.21,40815600000.0,11878000000.0,3780600000.0,22298900000.0,38638900000.0,23538000000.0,60937800000.0,307409500000.0,368347300000.0,368347300000.0,GAIL.NS,Utilities,0.16543571786734965,0.06053770449790184,0.1108073820549248,0.10698191625132042,0.1048980133694478,0.22541636935035753,0.08692610264717948,0.5153087932282676,-0.07734725488028849
2025-03-31,42729600000.0,9970300000.0,42074700000.0,34269100000.0,1869100000.0,6576835748.5,4.905,24917600000.0,7343900000.0,-8137400000.0,29437200000.0,-36204800000.0,-53059400000.0,-6767600000.0,367768400000.0,364420900000.0,361000800000.0,GAIL.NS,Utilities,-0.018570833890152842,0.08077802343389197,0.06837588074668605,0.11725342865900391,-0.0993488573240448,0.22763665669606187,-0.010659505309255746,-0.3895079332412117,-1.1110575045374136
2025-06-30,42344800000.0,9927200000.0,42344800000.0,32417600000.0,2129200000.0,6581111111.0,3.6,23692000000.0,6466000000.0,1441300000.0,26760200000.0,36090500000.0,20823500000.0,62850700000.0,290256100000.0,353106800000.0,353106800000.0,GAIL.NS,Utilities,0.17799345693710797,0.07578500329078908,0.06709584748863516,0.11992065856562377,0.1022084536463189,0.2144041382054513,-0.031046792321735683,-0.049186117443092425,-10.286999822684557
2024-06-30,1791100000.0,212000000.0,1791100000.0,1579100000.0,26800000.0,32584517.0,40.82,1159700000.0,392600000.0,-138000000.0,1714600000.0,2116000000.0,106500000.0,3830600000.0,2622700000.0,6453300000.0,6453300000.0,GILLETTE.NS,fmcg,0.5935877767963678,0.2656935211442208,0.17970650674848526,0.27754792121860133,0.32789425565214697,0.25291502931134446,0.0,0.0,0.0
2024-09-30,1975400000.0,192400000.0,1975400000.0,1783000000.0,10500000.0,32584517.0,40.82,1330100000.0,442400000.0,70500000.0,1712500000.0,2699600000.0,891700000.0,4412100000.0,3406100000.0,7818200000.0,7818200000.0,GILLETTE.NS,fmcg,0.5643370596812566,0.21904018827863192,0.1701286741193625,0.2526668542631296,0.34529687140262466,0.24959097320169252,0.21150419165388246,0.1469345520393206,0.15180389495118263
2024-12-31,1919000000.0,205100000.0,1919000000.0,1713900000.0,42500000.0,32584066.0,38.66,1259700000.0,411700000.0,91900000.0,1622000000.0,2402200000.0,826500000.0,4024200000.0,2831300000.0,6855500000.0,6855500000.0,GILLETTE.NS,fmcg,0.5870031361680402,0.23659835168842536,0.18375027350302678,0.27992123112829115,0.35040478447961493,0.24632044992222088,-0.12313576014939498,-0.05292835125178563,-0.08791731828381044
2025-03-31,2375000000.0,245300000.0,2375000000.0,2129700000.0,32100000.0,32583162.0,48.7,1586800000.0,510800000.0,117400000.0,2012300000.0,2746000000.0,970300000.0,4758300000.0,2916400000.0,7674700000.0,7674700000.0,GILLETTE.NS,fmcg,0.6199981758244621,0.2621991739090779,0.20675726738504438,0.3094583501635243,0.35779900191538433,0.2435163996948894,0.1194952957479396,0.2596649996030802,0.18242135082749367
2025-06-30,2169300000.0,204600000.0,2169300000.0,1964700000.0,10400000.0,32585551.0,44.71,1456900000.0,497400000.0,66800000.0,1897900000.0,3008900000.0,951700000.0,4906800000.0,2160400000.0,7067200000.0,7067200000.0,GILLETTE.NS,fmcg,0.6943060901064071,0.2685504867557165,0.20614953588408422,0.30695324881141045,0.4257556033506905,0.25451568336488767,-0.07915618851551198,-0.08186286866649861,0.031208624929071282
2024-06-30,3158230000.0,919620000.0,3158230000.0,2238610000.0,56160000.0,164674685.0,8.73,1437610000.0,744840000.0,514260000.0,1724350000.0,6650180000.0,2175290000.0,8374530000.0,5642570000.0,14017100000.0,14017100000.0,GLAND.NS,Healthcare,0.5974509706001955,0.12301759993151222,0.10256115744340841,0.22531265382996482,0.47443337066868324,0.3412861692134986,0.0,0.0,0.0
2024-09-30,3567160000.0,938260000.0,3567160000.0,2628900000.0,61120000.0,164684794.0,9.93,1635320000.0,932460000.0,596590000.0,2032310000.0,6271390000.0,2035030000.0,8303700000.0,5754630000.0,14058330000.0,14058330000.0,GLAND.NS,Healthcare,0.5906604838554793,0.14456268987852752,0.11632391614082185,0.25373995346531203,0.44609779397695176,0.3631385866390423,0.0029414072811067005,0.1375268675092689,-0.008457788078853334
2024-12-31,4184490000.0,963250000.0,4184490000.0,3221240000.0,228220000.0,164808374.0,12.42,2046920000.0,946100000.0,584940000.0,2636300000.0,6577130000.0,2185310000.0,9213430000.0,4627090000.0,13840520000.0,13840520000.0,GLAND.NS,Healthcare,0.665685248820131,0.19047694739793014,0.14789328724643294,0.3023361839006049,0.4752083014222009,0.316102130958029,-0.015493305392603518,0.25169385808282163,0.10955718535110859
2025-03-31,3869430000.0,957610000.0,3869430000.0,2911820000.0,28490000.0,164774982.0,12.75,1865410000.0,1017920000.0,-1617390000.0,2507060000.0,6533730000.0,255280000.0,9040790000.0,4879520000.0,13920310000.0,13920310000.0,GLAND.NS,Healthcare,0.6494675765123047,0.1801008741903018,0.13400635474353662,0.2779701026773111,0.4693667023220029,0.3530362462846778,0.00576495680798117,-0.08867469173196807,-0.018737864183045794
